image,label,item-count,item-key
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ed93946c-fa16-4249-bc66-856b6b10037e.png?alt=media&token=0f6076f8-4974-4d32-a7f6-3470030b4857,Cristal Kin - Azul,0,type-5f5be9c5-cf21-4521-b8b1-ae17ddb00bef
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/fc29c590-671e-43bb-9ade-5d2c690fc778.png?alt=media&token=cde35b15-fed2-435b-9bb5-d2b02a7a9674,Cristal Kin - Rosa,0,type-ff6b82ab-1e3e-461b-843a-4d7bdf032f7a
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e8683818-fe0a-4ded-8f38-c52132e65eec.png?alt=media&token=694589ce-1f2e-4b86-ae00-9af13ab9c62c,Pulso de Mana,0,type-d11004b4-b804-413d-b449-1515214d334c
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/79fc1fe5-1cd9-4044-a9cd-20e3eadbcf75.png?alt=media&token=a7683617-f2c9-469d-bb64-2d65c8fe32a0,Amplificar,0,type-5d5fd19f-9bc2-4f09-9a10-83d157390b0e
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/975840d6-acd9-40fc-a850-c86b551366bd.png?alt=media&token=f469fda5-0bae-4b92-a50c-e102e6cc9997,Chuva de Flechas,0,type-8ae7fc26-58e7-4b4f-8a07-e0855b7a13b3
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/2fc934a9-fa5c-4961-bb87-b5ba28ca2b93.png?alt=media&token=d2befecd-d16e-49f4-a489-870636cb2dcb,Escudo de Proteção,0,type-a77066a4-b101-43e3-8c8d-d6a444681215
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/254eec4f-0fdf-47d0-a12a-1673357a7178.png?alt=media&token=6a853365-0aa4-4001-b540-46912247c589,Tremor,0,type-18ed8d96-4c92-4152-9106-1db65a2fbec1
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9510fb2d-c39b-434d-901d-ed8646e92d41.png?alt=media&token=35b4dcbe-b34c-4e59-8509-da7b4eddece5,Chuva de Meteoros,0,type-13fafae9-09d2-4557-b634-8cc16ee95135
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d3020588-2f27-402f-93df-36e722fde22b.png?alt=media&token=9809e318-4b35-4485-800d-08c645be3450,Raio de luz,0,type-088f57bc-a968-4903-b553-4648be8aa889
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5afc8c04-d2ed-47bb-a094-0d0454057cfc.png?alt=media&token=042c546e-eb11-45a8-8d99-e555fb1cf901,Olho da Verdaed,0,type-633911ba-9813-49fb-b1a9-690704f4544d
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/07d54f1c-1a8d-4df9-ba2c-46f344b7f1e2.png?alt=media&token=69535223-6160-4b99-86a9-1103a7b70951,Nome Sagrado,0,type-c5f070b5-78a7-41e3-b3c3-0761bdaf2cc2
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d2a22198-e8a0-4aba-a32b-fbadd7031ff6.png?alt=media&token=6d2a1524-7436-490a-9bed-1fb5efd2c098,Nome Profano,0,type-9cf52f22-c13d-44da-987a-b4ebd149357d
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9cb055f5-2200-426e-9e6e-41800cb93078.png?alt=media&token=016c946c-f3b9-411c-a15a-2c2a85346907,Encantar Armamento,0,type-c7ab2884-fb18-4c1f-80f7-25fdabad23fd
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/30ff682b-8927-4e1c-895c-a8a72d8acee6.png?alt=media&token=4379a495-7405-4a05-8807-ed78226c16c0,Círculo de Invocação,0,type-5e50b833-3a45-4ae3-a476-71df12e3d47b
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/019e5e1b-6e07-4ebe-9e23-4b68d3afae9c.png?alt=media&token=b4c11bf3-c419-406e-859d-839cd641d8ad,Cheiro de Sangue,0,type-d289849d-a648-4d20-a31c-39639dc2792e
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/55fb2fcc-5cb6-484c-9be4-65075155b171.png?alt=media&token=4653dad8-c64d-4788-b613-060e7d51c702,Picada de Cobra,0,type-0e16be07-4e29-4ce7-a278-505fddfffef0
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c9b62060-9409-414f-b784-e3b96afef989.png?alt=media&token=ff5743eb-b4e3-4fd8-908d-26c7424b946f,Banir armamento,0,type-65c090dd-4a9d-44fc-9555-f05bb1b9941c
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6190ef04-bc51-4cc4-b21f-4261b9b5eb51.png?alt=media&token=d09a1103-89f6-4e4c-9eac-4ca1d8c12f4a,Chamar Armamento,0,type-636c08fc-d8c5-4a68-9377-c25cd8469524
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d603b868-8d97-4973-acc7-579f39618827.png?alt=media&token=b4437cc1-56fc-4bb0-827b-0cc933875806,Encanto da Traição,0,type-4a4a90c3-5b80-4f43-b7c8-fa770f9a7c47
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/26aa560b-85d0-4bfb-aea3-46489c5ba79d.png?alt=media&token=12d355be-36a7-4b0b-890a-f8f9a9e09fa9,Falar com Mortos,0,type-d8db74b9-80ba-4217-850f-91df63a10351
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/15f204fa-a9b7-4702-bb1b-41569c61b368.png?alt=media&token=41c32b37-8147-4fc8-a221-ec13b2b80d09,Cura de Sangue,0,type-a5528941-a01f-45ab-94ab-7265fe9ea689
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a36805a1-ebf6-4b7f-b49c-51390b6ce439.png?alt=media&token=d10f518e-0951-42d3-b032-e5570a26f18d,Cegueira dos Caídos,0,type-ded1becb-dd2e-4502-8088-f2164339872d
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3132b3ee-e6b1-4dfb-82f3-304a869a5fec.png?alt=media&token=4dd92600-7e2d-4dd7-ab46-602c5535f783,Reviver Tropa,0,type-cc393aa4-3a3b-4bc7-80d0-67a52bdaddec
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/2c08de83-3b05-4918-b9d9-5f4e7154eb26.png?alt=media&token=e7b6e060-f6d8-484e-b60f-d3cc9440cd74,Mochila de Recursos,0,type-8bfa23dd-e393-4398-ab32-0b26d51f9103
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/0cc01748-ce29-4d79-abf9-3bbd79a5da39.png?alt=media&token=581bb724-c045-4d44-bd39-c5a6458aa841,Chamar Tropa,0,type-7c1ce8fa-e6f0-4834-bbd3-d0159756f474
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8ac09248-fb8d-4730-aae7-00a0b21b0236.png?alt=media&token=a7477ff9-b6b2-4035-97d4-b2d7427508bd,Furtar,0,type-24e3dc73-f1ae-4d75-976d-2a4db5125b07
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/0565af9c-37da-441a-b9e1-3383cfc55013.png?alt=media&token=2922ea66-b43d-4f56-9946-ff3453d84a23,Toque de Cura,0,type-2826f001-1ade-4783-ba76-be50d67c4810
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/0dd6a46e-5da5-4e93-9540-df01df1b0153.png?alt=media&token=978b5522-cc13-4353-9940-adbe79c4fd2f,Antidoto,0,type-bf446391-5a24-43b2-a890-0df5573f1d34
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/132e4fa5-8b7c-4e71-bc67-22978b05cdcb.png?alt=media&token=8ffb13e0-d6f8-4ad1-ab76-ab404c70b655,Busca Elemental,0,type-67bcf500-1567-4137-8a4d-8190f4418ba3
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/70009fb4-9cbc-4bc5-8b41-13eb1441d1fc.png?alt=media&token=f78fbc3d-6329-478c-8b12-7a97db8aa8fb,Previsão,0,type-a11dd11e-4867-4155-a882-7c78d28e837c
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3b48d164-4bb2-46d4-bce4-d16799214ff2.png?alt=media&token=87ca2faf-bf56-4c91-88a4-1978a8fcb92b,Recuar,0,type-98b9c6d5-3fb6-4f06-b0df-e9eaeac9bec0
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3f6f874d-fb34-48fe-91dc-a9fca64da91b.png?alt=media&token=893a1bfe-edd2-4ffa-8da2-9095812966ed,Sacrifício,0,type-068afceb-b3ac-4e4a-a72d-05cffbedc0bc
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/cf475a62-0782-4be4-b580-f78f632383b5.png?alt=media&token=e9a2f944-40d0-4169-b0d8-a4afa4778aa0,Refletir,0,type-56043e8d-4cd6-478b-9986-3732df31408e
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/f188ec22-9249-44ee-94af-5b5017d20f4a.png?alt=media&token=22363fc7-b13f-4e4a-84bb-69287780489d,Armadilha de Urso,0,type-30fab4a1-e836-4de7-b82a-7b86a26db35b
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3d4787ea-7f76-4ceb-9e0f-44668162399e.png?alt=media&token=9b787233-c79a-4ae3-8c09-89f6f5cb8a7a,Trazer dos Mortos,0,type-8b40a90f-5479-4b5c-bd6e-a80372199fe3
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/62802bb8-8f59-4b39-8924-c0d6bef76223.png?alt=media&token=3ca91694-8f91-4ff0-884a-47156ea1f296,Escavação,0,type-af310922-958e-4029-89b9-ade9ad181afd
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/0171fb74-b42f-4b96-8767-7633910e7d53.png?alt=media&token=8c3561dd-9360-4907-8ff0-9294948aff07,Visão Espectral,0,type-7fc01208-cb17-44bf-8d33-78746691be40
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d821f9c0-fdbf-47b4-83d3-62aeafd78a8c.png?alt=media&token=fe92b8db-feaf-4205-8903-6fd476a8ed4d,Elevar Moral,0,type-a8b3a7e2-0d95-4ae7-a230-199153d85724
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a82342ee-7ead-428d-9317-e358933e9667.png?alt=media&token=d0f6617e-382e-412c-bdfd-414b044febcc,Provocar,0,type-350cc5b5-40ae-4615-ba75-eebe4f6a8f3d
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/962d1615-e781-4884-bfdd-3fac7914a68b.png?alt=media&token=296f780e-56d4-410f-ad84-56941ccdb207,Pacto,0,type-63c8eea5-dd26-4a6a-bf4e-92ea215158a2
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/133b5b81-cee9-4829-8823-a46b62211e42.png?alt=media&token=6251400e-bf24-4464-800a-ba3d9998b08d,Ataque de Canivetes,0,type-31011661-0eeb-4d82-883a-816846e273a2
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/275f5e83-f9c1-4684-ac7f-cd5595d68842.png?alt=media&token=f9e11704-83a2-4016-8391-6ba182a02413,Chamar Gangue,0,type-0969bdf8-526b-4418-ae9c-a615afa3a041
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/7224cc66-a4aa-4835-8ab1-8647d03a232c.png?alt=media&token=fa164658-303f-4284-96c0-504084148063,Peste Negra,0,type-60b2b99d-f0eb-4bd8-a78d-497ac1d4e2c5
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/4ecab883-bfb7-4ba9-8604-92c4a548a0e5.png?alt=media&token=59184b65-7466-408c-a6a1-a5a9c417646e,Peste Negra - efeito,0,type-a9258ae3-b73a-438f-ae83-8a11e9d71087
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5b4caf1f-300f-4b44-b069-04935a535b9b.png?alt=media&token=bd62e0ce-f6eb-48ad-9b29-aaa769df8d2a,Leptospirose,0,type-5e634f26-8f4b-473a-b7a4-20e899487df8
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/51b13bed-8e1f-4282-b895-0c5b623f4364.png?alt=media&token=1b988a5b-a9d4-46b2-b9a5-afd074a0c266,Plantar Arma,0,type-2eef87f3-3a4b-48f0-97f1-63d9f6e3b482
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/73c46433-6659-45b1-ac1f-010c44e10037.png?alt=media&token=9e0eec7a-3265-4f1a-8b67-5ae437fd3b2c,Maldição da Escolha,0,type-0e82db86-82fb-482d-acf7-0de6453d1304
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/4c472a4a-386a-4942-9be5-1ab952abde52.png?alt=media&token=e50050fb-0d8d-40c3-852c-9b22f81ba3e7,Maldição da Morte,0,type-c9f81c18-ff9d-48b2-813b-0329382cc988
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/42eb47b2-b75e-45b9-90a8-ca0c9c20990d.png?alt=media&token=53387919-01e3-4707-b23e-6c1be1119f0f,Amaldiçoar Arma,0,type-ac4ffdbd-d675-4759-b1d7-47af312438a5
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/9384c483-8fc7-4769-9021-b15fd3d53a48.png?alt=media&token=f338cde7-d921-4f47-9adc-67cc37a1e2e3,Maldição do Esquecimento,0,type-78d36fc9-646e-4ff7-9072-effc79c0fbe8
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/732dd4aa-40e7-4073-bfad-cd75aac327ad.png?alt=media&token=0c5e5bf7-f41d-482f-8bed-958f6633505f,Maldição da Destruição,0,type-dfb29670-8e5e-40cc-97ae-02384823c99f
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ee20b043-5916-4693-8e10-9140ff338ab7.png?alt=media&token=23e7c5cc-d931-45db-a00b-4595723a827f,Maresia,0,type-39913b39-6ace-4d9a-8feb-09136002716e
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/19fb54ff-52fd-425d-ba38-56dc2f2d21b6.png?alt=media&token=adcabcb7-1ceb-47ca-9fbc-5d2eb23de27a,Torre,0,type-57c1e803-070e-4279-8954-929fee27f80a
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/8950eaa1-ddc6-4c7c-89da-f0118d223aef.png?alt=media&token=16231826-bc20-4eec-849d-b9fcca060ab3,Torreta,0,type-a6fc3afd-5455-4ada-8281-9a6a80183340
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/2c8ba53f-d692-45e3-94a3-8e365ae3ed66.png?alt=media&token=178499e1-6593-4c1d-b7db-7281841d17aa,Canhão,0,type-c0807594-aef6-4d3c-84c1-5ceff9230748
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/48ea3394-2f5c-4d94-820f-3d7423455db3.png?alt=media&token=b584905b-9446-4e3a-885c-fb9919d89d1f,Canhão de Mana Instável,0,type-a6e0afab-3e33-4132-a05b-939588fccea9
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/139a86a1-3545-45ce-b488-f07420b6628b.png?alt=media&token=7e22dffc-7212-4628-a3e4-f5cc53f0145f,Muro de Terra,0,type-f53d070d-6c07-44ef-b246-1c87ecab58d9
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b41b51ec-c61c-4d28-8283-b7604d318c2f.png?alt=media&token=4f4d1a6a-0f00-4574-b862-1995d25aa560,Espada dos Mil Mortos,0,type-bf21f7aa-1a32-4842-be7f-82b6d91e328a
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/95e14e76-62ea-41cc-b05d-008e0aaa3855.png?alt=media&token=9a6a170d-44ff-4b9c-9c8a-ec6868ae7238,Arco Elemental,0,type-25d4cca1-fc7f-485f-8352-92998fc93664
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/27952659-f32e-46a4-bba5-31295ccfaee5.png?alt=media&token=9c68d49e-b22e-4576-a49a-b95b33141b1f,Pele de Luokis,0,type-619b7451-4a06-4b8b-b9fd-21ffbe0d26f6
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e883977f-0403-4be3-a5ff-cc2133c04b62.png?alt=media&token=45e983f2-6037-4664-bb23-2fa6b1da8483,Machado,0,type-e61a6f1e-317e-46b8-bc51-24e010d4382a
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/b8ea186d-e9c0-410d-918d-d8584f286f3d.png?alt=media&token=ab9fc30e-78df-45de-a50d-8ed87f301456,Arco Elemental,0,type-d25082d4-c270-4eb1-aea5-7ec6d5143c9e
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/226d57d1-7885-46e1-a96f-41751cfea857.png?alt=media&token=db92ff68-70d2-4e11-be97-dc12573c1967,Faca de Brinquedo,0,type-2e3057ab-4129-422e-a821-6b7207e74a73
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5ff984ba-2646-4aa1-8e8a-4eaeb45a6ac0.png?alt=media&token=5e141f69-9bf2-4fbf-b7a1-40db0de26b05,Assassino,0,type-7d4b85d5-c934-4ee1-bbbf-8e60aa7ad6f9
https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/5fe734c0-3148-4a8a-bea0-9094fb1afb1b.png?alt=media&token=135acfe2-d745-403d-a436-0317f8c28c1c,Cavaleiro,0,type-4c72b6a6-d8aa-48f5-823c-54e20823fc53
